FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value,Cluster 3 Average,Cluster 3 Log2 Fold Change,Cluster 3 P-Value,Cluster 4 Average,Cluster 4 Log2 Fold Change,Cluster 4 P-Value,Cluster 5 Average,Cluster 5 Log2 Fold Change,Cluster 5 P-Value,Cluster 6 Average,Cluster 6 Log2 Fold Change,Cluster 6 P-Value,Cluster 7 Average,Cluster 7 Log2 Fold Change,Cluster 7 P-Value,Cluster 8 Average,Cluster 8 Log2 Fold Change,Cluster 8 P-Value,Cluster 9 Average,Cluster 9 Log2 Fold Change,Cluster 9 P-Value
ENSG00000131149,GSE1,1.159913414,0.311130537,0.306402953,1.083649576,0.156536686,0.778758236,0.413188946,-1.39498411,7.62E-05,0.417058333,-1.282034683,0.917203236,0.912084696,-0.143869366,1,0.886897745,-0.182037311,1,1.820374229,0.966348429,0.02674436,0.870568186,-0.206436736,1,0.633017319,-0.670248497,1
ENSG00000104413,ESRP1,1.14099811,0.310277124,0.308971278,1.189081466,0.374738709,0.256834706,0.402932483,-1.408731571,6.45E-05,0.564876477,-0.817454872,1,0.953642512,-0.048639286,1,0.825172261,-0.266969733,1,1.133345938,0.222652942,0.871956447,1.12125536,0.197360788,1,0.702649224,-0.494304999,1
ENSG00000144567,RETREG2,1.041017222,0.30926055,0.311654377,0.75387765,-0.324745135,0.42175059,0.81465622,-0.159982666,0.896102378,0.886908861,-0.01732697,1,0.783036742,-0.214293281,1,0.877151616,-0.035036409,1,1.178479184,0.430212813,0.548955804,0.597091269,-0.605367043,1,1.158421693,0.379734208,1
ENSG00000205336,ADGRG1,1.39905689,0.306958886,0.31243671,1.452264831,0.363486487,0.276575721,0.602200911,-1.108951111,0.001978796,0.702136182,-0.802139568,1,1.23579821,0.035787077,1,0.886897745,-0.469015385,1,1.2938197,0.107143334,1,1.221530229,0.015914614,1,0.99383719,-0.289235568,1
ENSG00000180817,PPA1,1.681435344,0.305059675,0.315072352,1.65440868,0.253503896,0.545868813,1.169236806,-0.355810122,0.480726662,1.16142827,-0.334892063,1,1.259857998,-0.224652512,1,1.292986457,-0.179135846,1,1.095734901,-0.436583732,0.770930861,1.4813333,0.027283949,1,1.006497536,-0.543401711,1
ENSG00000113387,SUB1,3.804002581,0.300411721,0.316850023,3.585476981,0.163972851,0.765007055,2.375103837,-0.532784713,0.173494276,2.000824157,-0.744094987,1,2.819369721,-0.246177514,1,3.407896465,0.049311005,1,3.425111841,0.058987907,1,3.865140426,0.23737927,1,1.721807106,-0.960943453,1
ENSG00000118640,VAMP8,3.458122751,0.300043085,0.318185761,2.335356,-0.458542642,0.158232698,3.302581153,0.162771106,0.767272969,3.183369305,0.086632459,1,2.051643753,-0.590559064,0.53182348,3.424140014,0.203446017,1,3.342367558,0.170274439,1,2.333669691,-0.377418172,1,4.29185742,0.532327148,1
ENSG00000074695,LMAN1,1.188961915,0.306223407,0.320737919,1.077307808,0.092385882,0.937653223,0.669600526,-0.690333119,0.0813808,0.770766034,-0.425178967,1,1.122061029,0.140752727,1,0.997353875,-0.044573909,1,1.048094253,0.031974556,1,1.011864593,-0.022132347,1,0.702649224,-0.557752272,1
ENSG00000168906,MAT2A,2.159722297,0.301015784,0.320930038,2.029365703,0.158508358,0.775914586,1.137002207,-0.801285908,0.032478482,1.045285443,-0.863001497,1,1.572635244,-0.272588284,1,1.46841678,-0.36925779,1,2.988823802,0.748976329,0.158800403,1.554260478,-0.279390242,1,1.278694983,-0.564159301,1
ENSG00000153187,HNRNPU,3.154802354,0.296839465,0.326215137,2.76501077,0.019652201,1,2.014662416,-0.499320129,0.212751784,1.831889136,-0.600094618,1,2.47815818,-0.157683515,1,2.673688075,-0.038088218,1,3.442663658,0.36064538,0.692016965,2.753000964,0.005319467,1,1.842080397,-0.589554465,1
ENSG00000125304,TM9SF2,1.507144336,0.299863198,0.327206385,1.2810371,-0.035989615,1,0.92161648,-0.565262082,0.174420594,1.129752954,-0.216633013,1,1.141746311,-0.211020838,1,1.513898716,0.227006281,1,1.516978524,0.235330388,0.846067515,1.335478944,0.032806375,1,0.968516497,-0.44196293,1
ENSG00000174231,PRPF8,1.850997527,0.298031709,0.328585879,1.375370896,-0.287718883,0.500096339,1.500374046,-0.11159913,0.954886643,1.900518988,0.250973342,1,1.467647077,-0.141431228,1,1.559380651,-0.04528884,1,1.584678392,-0.0206447,1,1.144045103,-0.50697969,1,2.392805464,0.593977719,1
ENSG00000125818,PSMF1,1.163291146,0.300701874,0.329134792,0.807782676,-0.407718582,0.248145455,0.899638344,-0.186014334,0.842276305,0.902746519,-0.162836532,1,0.912084696,-0.156003121,1,1.221514844,0.297097543,1,1.246179052,0.335435772,0.681771638,0.911589723,-0.149332717,1,1.114110481,0.149460812,1
ENSG00000182004,SNRPE,4.738958996,0.294874935,0.330520174,4.761874912,0.286123178,0.44774103,1.881328394,-1.244162309,0.000215647,2.006103376,-1.067505937,1,4.004861101,-0.044480034,1,4.025151306,-0.036609523,1,4.816720239,0.245851629,0.887346152,5.615392695,0.467428212,1,1.873731263,-1.163121836,1
ENSG00000100632,ERH,2.221872578,0.295863781,0.33315186,1.947715442,0.019203816,1,1.120884908,-0.871774695,0.017803809,1.082239979,-0.857371506,1,1.736679254,-0.165731536,1,2.30333517,0.27215632,1,2.675398488,0.518302815,0.447188801,2.251626616,0.231256417,1,1.000167363,-0.968418817,1
ENSG00000114770,ABCC5,3.492575625,0.293522105,0.337053225,3.960434004,0.534372121,0.050420926,1.095976354,-1.602971197,3.04E-06,1.620720359,-0.932526716,1,3.022784293,-0.007572508,1,2.196127751,-0.493503774,1,3.525407941,0.234104985,0.90414151,3.126752751,0.041325733,1,1.69015624,-0.867463586,1
ENSG00000197912,SPG7,0.953871718,0.30044951,0.339265759,0.764183022,-0.146534751,0.846846319,0.738465351,-0.184097699,0.8520893,0.71269462,-0.21742075,1,0.640865266,-0.395571749,0.931020509,0.63349839,-0.401378804,1,1.288804895,0.710329152,0.179315177,0.496816399,-0.752229124,1,0.83558286,0.018869197,1
ENSG00000108784,NAGLU,1.076821189,0.297626273,0.339265759,0.69759446,-0.533640167,0.099685851,0.961177123,0.048435433,0.993746129,1.488739874,0.703671123,1,0.69992111,-0.449130054,0.854900961,1.036338391,0.160418733,1,0.862546466,-0.122956031,1,0.542395885,-0.804712063,1,1.892721782,1.062772903,1
ENSG00000004779,NDUFAB1,2.265107557,0.290418064,0.346202992,2.322672464,0.322939328,0.359702676,1.166306387,-0.84380522,0.022817764,1.07696076,-0.896635546,1,1.795735098,-0.147523916,1,1.822526136,-0.121345419,1,1.975833185,0.002698691,1,2.233394822,0.18588424,1,1.354657062,-0.556953247,1
ENSG00000101365,IDH3B,1.397705797,0.292778475,0.346365105,1.153409022,-0.097983581,0.948876653,0.90549918,-0.478346758,0.285205839,1.066402321,-0.194821135,1,1.038945398,-0.245557297,1,1.072074198,-0.191019437,1,1.727600335,0.558864647,0.353294494,0.852336391,-0.528773058,1,1.493920872,0.306222776,1
ENSG00000155368,DBI,3.306124779,0.288177921,0.348178672,3.078135556,0.128773464,0.849632712,2.369243001,-0.320515201,0.486517353,1.689350211,-0.794478675,1,2.012273191,-0.559693015,0.570991137,3.031046141,0.076247426,1,3.224519639,0.175909379,0.994835001,3.190564031,0.150980892,1,1.816759704,-0.684738609,1
ENSG00000113719,ERGIC1,2.694755158,0.286928189,0.351935636,2.271145601,-0.063555231,1,1.362644397,-0.874860832,0.012639109,2.069454009,-0.19236931,1,2.222249524,-0.08838271,1,2.735413559,0.232809424,1,2.918616532,0.341439655,0.73054918,2.215163027,-0.090989369,1,2.652342565,0.176339889,1
ENSG00000173418,NAA20,1.447020694,0.28941537,0.355415259,1.461777483,0.291843257,0.443457857,0.631505092,-1.100330719,0.002111054,0.670460865,-0.931226415,1,1.240172717,-0.024870923,1,1.117556133,-0.183087501,1,1.65237826,0.428703077,0.544839844,1.299015356,0.045265278,1,0.588706106,-1.114802854,1
ENSG00000114779,ABHD14B,1.174775438,0.289324094,0.357646478,0.872785796,-0.295126222,0.485439437,0.961177123,-0.102318033,1,1.061123102,0.05510195,1,0.931769978,-0.146261562,1,0.964866778,-0.088716251,1,1.048094253,0.038498574,1,0.788525111,-0.387748343,1,1.645845028,0.711199782,1
ENSG00000141753,IGFBP4,6.773029636,0.283554788,0.358563637,3.541877328,-0.915289318,0.000485755,8.312130824,0.582806932,0.066912022,10.48980897,0.864385542,0.859950006,4.033295396,-0.597257301,0.518727625,5.259660989,-0.181809545,1,4.884420107,-0.298466867,0.89618125,3.751191711,-0.683645199,1,13.15409988,1.203094117,0.827779664
ENSG00000158604,TMED4,0.936983055,0.294081481,0.359751366,0.806989955,-0.015822207,1,0.536266505,-0.673132509,0.097760886,0.601831013,-0.44462539,1,0.818032797,0.00885959,1,0.83491839,0.040209592,1,1.007975813,0.337782598,0.688517965,0.820430751,0.013609117,1,0.614026799,-0.411881946,1
ENSG00000150459,SAP18,2.610987387,0.284509064,0.359751366,2.46536224,0.15299354,0.779833667,1.503304464,-0.672763848,0.069234777,1.509856752,-0.613837885,1,2.37098276,0.062190447,1,2.131153557,-0.103975551,1,2.387047198,0.071709406,1,2.415712766,0.085247485,1,1.462270006,-0.658154733,1
ENSG00000128050,PAICS,1.239627906,0.288520966,0.360864253,1.358723756,0.45811832,0.124220269,0.479123353,-1.286888424,0.000271057,0.644064768,-0.762726789,1,1.012698356,-0.10064132,1,0.857659358,-0.349604237,1,1.05561646,-0.034925205,1,1.472217403,0.469255148,1,0.601366453,-0.857898132,1
ENSG00000188895,MSL1,1.08830548,0.289368679,0.360924587,1.02181734,0.146522161,0.810108302,0.640296346,-0.633469714,0.117603731,0.575434916,-0.734980278,1,0.842092585,-0.184706746,1,0.844664519,-0.174423647,1,1.298834505,0.500144847,0.428929412,0.788525111,-0.273567337,1,0.639347492,-0.576810249,1
ENSG00000048828,FAM120A,1.032235117,0.288661114,0.362605267,0.837113352,-0.134035144,0.880235472,0.741395769,-0.315025403,0.558620035,0.786603692,-0.197128553,1,0.719606391,-0.34725044,0.995654348,1.234509682,0.491638908,1,0.917709322,0.032942325,1,0.897915877,-0.000705434,1,0.772281129,-0.222572362,1
ENSG00000135821,GLUL,4.582232198,0.281140173,0.363613189,4.308438513,0.141593993,0.812110762,3.091591052,-0.423193019,0.317621034,3.009155064,-0.430173473,1,3.508354563,-0.209557106,1,3.924441306,-0.033655203,1,3.944144162,-0.025617199,1,4.1158276,0.037163061,1,2.84224776,-0.512893231,1
ENSG00000108528,SLC25A11,1.356497457,0.285507258,0.364252131,1.059867947,-0.206043646,0.704759754,1.126745744,-0.080574567,1,1.356759389,0.204172612,1,1.058630679,-0.174747543,1,1.020094843,-0.22604778,1,1.060631265,-0.169833689,1,0.788525111,-0.604349159,1,2.101617497,0.86048773,1
ENSG00000065427,KARS,1.010617628,0.288184606,0.365726162,0.824429817,-0.123417354,0.895934592,0.701835125,-0.369658114,0.457090289,0.760207595,-0.216465038,1,0.737104419,-0.277412766,1,1.020094843,0.227409937,1,1.023020228,0.2366815,0.850480305,0.824988699,-0.096017974,1,0.8735639,-0.009882251,1
ENSG00000177628,GBA,1.876668295,0.28336577,0.366089805,1.696422892,0.067160127,0.993987018,1.122350117,-0.613072162,0.128784367,1.763259283,0.107476112,1,1.675436157,0.034792791,1,1.231260973,-0.435007171,1,1.529515536,-0.10785431,1,1.431195865,-0.204524835,1,2.253541654,0.472677467,1
ENSG00000178149,DALRD3,1.052501513,0.286358694,0.36813039,0.82680798,-0.195182838,0.727863934,0.60366612,-0.675789641,0.088669854,0.80772057,-0.18845501,1,0.800534769,-0.213574265,1,0.857659358,-0.102322948,1,1.511963719,0.80017755,0.100520623,0.742945624,-0.314172286,1,1.057138922,0.211014969,1
ENSG00000185651,UBE2L3,1.35987519,0.28416349,0.368990456,1.08682046,-0.165288753,0.790004326,1.008063812,-0.26775068,0.659329939,1.045285443,-0.189568095,1,1.043319904,-0.202387771,1,1.208520005,0.027536681,1,1.509456316,0.379519555,0.615313332,1.089349719,-0.128912264,1,0.987507017,-0.272253424,1
ENSG00000180777,ANKRD30B,0.459371649,0.292188974,0.369239403,0.279037784,-0.64942502,0.044442509,0.19633801,-1.124216475,0.003593476,0.380103798,-0.062332456,1,0.240597882,-0.776617674,0.393784008,1.234509682,1.831997708,1.21E-05,0.541598944,0.485578825,0.496301894,0.373751787,-0.089480496,1,0.208895715,-0.923203048,1
ENSG00000168894,RNF181,2.144184726,0.28011331,0.371408849,1.700386497,-0.183364061,0.753236572,1.661547039,-0.199155225,0.753493743,1.61016192,-0.229497469,1,1.730117494,-0.127299541,1,1.764049362,-0.09460103,1,2.05105526,0.139886865,0.99246682,1.718346628,-0.133136987,1,2.367484771,0.344059013,1
ENSG00000167114,SLC27A4,0.7620165,0.290828425,0.372760252,0.550148358,-0.345498954,0.417805235,0.57436194,-0.234450855,0.748196922,0.80244135,0.289023793,1,0.583996676,-0.197279981,1,0.542534518,-0.301754379,1,0.797354001,0.292010647,0.77445004,0.537837937,-0.308125762,1,1.145761347,0.821817475,1
ENSG00000004455,AK2,1.163291146,0.281707904,0.378566548,1.059075226,0.079558869,0.970032871,0.797073712,-0.396437107,0.403252548,0.739090718,-0.471502244,1,0.953642512,-0.100005756,1,0.903141294,-0.179697892,1,1.033049838,0.025737393,1,0.998190747,-0.026805152,1,0.955856151,-0.090490957,1
ENSG00000148175,STOM,1.013319814,0.284466108,0.381354683,0.812539002,-0.158720152,0.816408286,1.22344954,0.555469147,0.082851363,1.07696076,0.296299434,1,0.603681957,-0.592102046,0.63500158,0.94212581,0.098126921,1,0.421243623,-1.126475255,0.104514096,0.642670755,-0.473797214,1,0.746960436,-0.247061713,1
ENSG00000198242,RPL23A,20.80413132,0.271760443,0.383880283,15.17743584,-0.343628749,0.356631239,17.08287207,-0.111329299,0.951545612,18.50894325,0.01393441,1,15.39388991,-0.270276474,1,24.86887268,0.475576391,1,17.40388088,-0.077476522,1,21.51351747,0.242615977,1,16.66101582,-0.143928556,1
ENSG00000108639,SYNGR2,5.938729656,0.272595936,0.384622906,5.124148399,-0.031784353,1,4.337018727,-0.301950931,0.51848594,4.629875423,-0.18175843,1,4.783523336,-0.136497283,1,4.317535178,-0.289647199,1,5.553896579,0.097912286,1,3.956299399,-0.416761243,1,7.336670722,0.505341994,1
ENSG00000104853,CLPTM1,1.266649767,0.276932846,0.388355528,0.959985104,-0.269314748,0.555200509,1.044694038,-0.098725895,1,1.267012659,0.198664197,1,1.196427647,0.120308386,1,1.101312585,-0.010867065,1,0.784816988,-0.532540677,0.646893951,0.966285107,-0.206510445,1,1.683826067,0.622855211,1
ENSG00000140941,MAP1LC3B,1.091683213,0.277183205,0.390947152,0.96474143,0.018237813,1,0.896707926,-0.105041665,1,0.490967405,-0.97946788,1,0.881463148,-0.126946863,1,1.04933323,0.143773923,1,0.922724127,-0.054374155,1,0.838662545,-0.194895909,1,0.69631905,-0.465038858,1
ENSG00000183172,SMDT1,1.409190088,0.275287459,0.390947152,1.051940737,-0.298453109,0.477272605,1.082789473,-0.216152461,0.777297926,1.129752954,-0.133467385,1,0.960204273,-0.393258329,0.928855564,1.595116458,0.394982993,1,1.574648782,0.383485937,0.608159155,1.089349719,-0.188532272,1,1.27236481,0.043024821,1
ENSG00000213585,VDAC1,2.858912968,0.271132469,0.392390122,2.871235381,0.26292679,0.511631658,1.320153336,-1.027604983,0.002822708,1.425389241,-0.841579296,1,2.775624652,0.15869163,1,2.546988397,0.020238728,1,2.409613821,-0.065194418,1,2.885181474,0.206923285,1,1.664835548,-0.610611861,1
ENSG00000112739,PRPF4B,0.814033584,0.279187645,0.393543328,0.666678342,-0.123767048,0.913088834,0.593409657,-0.297613243,0.607036773,0.564876477,-0.339449093,1,0.516191819,-0.499126267,0.775269903,0.864156778,0.299852887,1,1.018005423,0.568668241,0.35211084,0.62443896,-0.193255084,1,0.424121603,-0.75345597,1
ENSG00000099622,CIRBP,3.114945108,0.269507001,0.394695025,2.545427059,-0.136847108,0.863182619,2.65642397,-0.050113396,1,2.354531857,-0.228488197,1,2.316301423,-0.263246496,1,2.391050332,-0.208487088,1,3.530422746,0.400906387,0.633903999,2.014613288,-0.461517,1,2.392805464,-0.204210219,1
ENSG00000127838,PNKD,1.411216727,0.273655832,0.396129661,0.88388389,-0.612679595,0.039162953,1.299640409,0.081659872,0.911014481,1.425389241,0.210373542,1,0.96457878,-0.389633951,0.931020509,1.192276456,-0.057471299,1,1.795300203,0.591129027,0.309388312,0.647228703,-0.961458423,1,2.221890788,0.876432402,1
ENSG00000124193,SRSF6,1.007239895,0.275317966,0.396899313,0.885469332,0.006593197,1,0.608061747,-0.60287198,0.143905024,0.638785549,-0.477082918,1,0.710857377,-0.337782604,1,0.831669681,-0.089885888,1,1.326415932,0.649160462,0.239456101,0.779409213,-0.184814196,1,0.784941475,-0.171538967,1
ENSG00000134248,LAMTOR5,1.865859551,0.270967268,0.396983304,1.831978179,0.217691313,0.618307051,1.076928637,-0.678406141,0.081982853,1.003051688,-0.728503869,1,1.574822497,-0.063052132,1,1.409940006,-0.230118898,1,1.908133317,0.238843682,0.837453552,1.631745605,-0.008063671,1,1.088789788,-0.604927758,1
